Age,All_Devs,Python,JavaScript
18,17784,20046,16446
19,16500,17100,16791
20,18012,20000,18942
21,20628,24744,21780
22,25206,30500,25704
23,30252,37732,29000
24,34368,41247,34372
25,38496,45372,37810
26,42000,48876,43515
27,46752,53850,46823
28,49320,57287,49293
29,53200,45000,53437
30,56000,50000,56373
31,62316,55000,62375
32,64928,70000,66674
33,67317,71496,68745
34,68748,75370,68746
35,73752,83640,74583
36,77232,84666,79000
37,78000,84392,78508
38,78508,78254,79996
39,79536,85000,80403
40,82488,87038,83820
41,88935,91991,88833
42,90000,100000,91660
43,90056,94796,87892
44,95000,97962,96243
45,90000,93302,90000
46,91633,99240,99313
47,91660,102736,91660
48,98150,112285,102264
49,98964,100771,100000
50,100000,104708,100000
51,98988,108423,91660
52,100000,101407,99240
53,108923,112542,108000
54,105000,122870,105000
55,103117,120000,1040000,1000,1000
1,994,997
2,996,1000
3,1002,997
4,1009,993
5,1014,998
6,1009,1000
7,1009,1002
8,1009,1001
9,1015,996
10,1017,992
11,1019,996
12,1017,996
13,1015,998
14,1012,1001
15,1016,1007
16,1014,1002
17,1021,1005
18,1023,1006
19,1029,1012
20,1023,1016
21,1028,1021
22,1029,1021
23,1035,1019
24,1034,1022
25,1040,1018
26,1048,1023
27,1054,1024
28,1051,1021
29,1055,1016
30,1052,1015
31,1057,1013
32,1058,1009
33,1056,1013
34,1052,1010
35,1053,1012
36,1049,1009
37,1043,1004
38,1051,1007
39,1055,1005
40,1058,1009
41,1057,1010
42,1054,1011
43,1055,1013
44,1057,1015
45,1056,1017
46,1061,1021
47,1063,1018
48,1057,1018
49,1054,1024
50,1057,1026
51,1065,1024
52,1070,1021
53,1064,1023
54,1060,1025
55,1066,1023
56,1072,1022
57,1078,1023
58,1079,1021
59,1081,1019
60,1077,1016
61,1084,1019
62,1090,1022
63,1084,1019
64,1088,1023
65,1091,1023
66,1092,1018
67,1093,1020
68,1099,1025
69,1105,1027
70,1099,1024
71,1107,1021
72,1105,1018
73,1107,1019
74,1103,1014
75,1109,1016
76,1105,1020
77,1102,1026
78,1110,1028
79,1117,1024
80,1114,1019
81,1113,1016
82,1107,1013
83,1113,1011
84,1118,1015
85,1122,1016
86,1122,1012
87,1129,1011
88,1127,1006
89,1129,1005
90,1137,1002
91,1132,1005
92,1130,1000
93,1125,998
94,1123,1003
95,1122,1006
96,1122,1006
97,1120,1011
98,1124,1006
99,1132,1005
100,1134,1006
101,1129,1003
102,1125,1007
103,1133,1009
104,1140,1012
105,1145,1011
106,1153,1015
107,1158,1017
108,1155,1023
109,1153,1027
110,1150,1029
111,1151,1024
112,1158,1026
113,1155,1026
114,1158,1024
115,1156,1029
116,1164,1033
117,1171,1032
118,1177,1031
119,1171,1026
120,1174,1022
121,1169,1022
122,1173,1022
123,1179,1021
124,1180,1024
125,1187,1028
126,1186,1030
127,1193,1034
128,1190,1038
129,1185,1043
130,1183,1048
131,1182,1053
132,1184,1052
133,1191,1048
134,1188,1043
135,1184,1044
136,1178,1045
137,1182,1050
138,1190,1047
139,1184,1042
140,1182,1044
141,1185,1048
142,1180,1045
143,1187,1049
144,1193,1050
145,1196,1045
146,1193,1040
147,1198,1039
148,1195,1045
149,1203,1047
150,1209,1048
151,1211,1045
152,1206,1043
153,1204,1047
154,1199,1046
155,1194,1052
156,1192,1058
157,1195,1059
158,1190,1054
159,1186,1060
160,1194,1062
161,1189,1066
162,1185,1071
163,1187,1077
164,1182,1078
165,1188,1081
166,1196,1086
167,1196,1089
168,1194,1084
169,1202,1084
170,1197,1084
171,1204,1082
172,1208,1078
173,1205,1074
174,1200,1077
175,1203,1081
176,1201,1079
177,1196,1082
178,1190,1084
179,1190,1088
180,1193,1090
181,1194,1095
182,1193,1094
183,1189,1098
184,1184,1094
185,1184,1092
186,1187,1096
187,1188,1096
188,1190,1092
189,1184,1093
190,1178,1094
191,1172,1089
192,1167,1094
193,1161,1095
194,1157,1095
195,1157,1095
196,1164,1094
197,1166,1090
198,1166,1093
199,1168,1092
200,1174,1092
201,1169,1096
202,1168,1096
203,1174,1099
204,1170,1102
205,1172,1102
206,1170,1104
207,1169,1102
208,1163,1100
209,1170,1104
210,1177,1099
211,1175,1097
212,1182,1103
213,1183,1103
214,1180,1101
215,1182,1100
216,1179,1099
217,1178,1097
218,1184,1098
219,1190,1100
220,1195,1099
221,1198,1104
222,1204,1104
223,1205,1106
224,1201,1101
225,1203,1097
226,1206,1092
227,1211,1097
228,1219,1101
229,1222,1100
230,1224,1098
231,1232,1101
232,1228,1105
233,1227,1110
234,1223,1113
235,1227,1117
236,1221,1118
237,1228,1116
238,1232,1118
239,1231,1124
240,1239,1123
241,1242,1119
242,1243,1121
243,1241,1121
244,1240,1126
245,1242,1130
246,1247,1131
247,1243,1132
248,1240,1131
249,1234,1131
250,1237,1127
251,1231,1128
252,1237,1124
253,1238,1127
254,1245,1127
255,1244,1122
256,1241,1120
257,1235,1122
258,1235,1118
259,1229,1115
260,1224,1120
261,1229,1119
262,1224,1118
263,1232,1124
264,1230,1122
265,1237,1125
266,1236,1124
267,1230,1126
268,1225,1126
269,1233,1128
270,1227,1130
271,1228,1125
272,1223,1121
273,1230,1116
274,1224,1122
275,1221,1125
276,1220,1124
277,1216,1126
278,1219,1129
279,1218,1125
280,1223,1131
281,1225,1133
282,1222,1137
283,1230,1137
284,1234,1134
285,1234,1129
286,1242,1130
287,1241,1125
288,1238,1127
289,1242,1122
290,1236,1122
291,1243,1121
292,1250,1118
293,1252,1124
294,1250,1121
295,1247,1121
296,1251,1118
297,1245,1120
298,1246,1122
299,1252,1120
300,1252,1123
301,1247,1124
302,1243,1123
303,1237,1120
304,1244,1121
305,1247,1119
306,1248,1117
307,1242,1113
308,1249,1113
309,1257,1113
310,1263,1112
311,1265,1118
312,1269,1115
313,1271,1112
314,1272,1110
315,1273,1110
316,1279,1116
317,1279,1112
318,1280,1110
319,1275,1115
320,1273,1113
321,1278,1112
322,1286,1109
323,1281,1108
324,1285,1105
325,1289,1105
326,1295,1110
327,1298,1109
328,1294,1106
329,1302,1103
330,1306,1108
331,1306,1109
332,1304,1112
333,1305,1117
334,1299,1121
335,1296,1116
336,1304,1121
337,1308,1116
338,1308,1111
339,1313,1107
340,1320,1110
341,1320,1115
342,1317,1120
343,1315,1122
344,1309,1126
345,1317,1130
346,1323,1130
347,1319,1125
348,1324,1129
349,1318,1124
350,1323,1130
351,1330,1135
352,1333,1137
353,1334,1138
354,1332,1144
355,1328,1144
356,1324,1143
357,1330,1142
358,1337,1143
359,1339,1139
360,1338,1134
361,1337,1136
362,1340,1141
363,1343,1140
364,1343,1141
365,1346,1144
366,1340,1139
